tipo,codigo,nome,populacao,obitos,obitos/habitante
1,3142205,Miraí (MG),15014,15,999.1
1,3137403,Lagoa Dourada (MG),13009,13,999.3
1,3153301,Presidente Kubitschek (MG),3002,3,999.3
1,5107578,Rondolândia (MT),4001,4,999.8
1,2105427,Itinga do Maranhão (MA),26000,26,1000.0
1,2401503,Barcelona (RN),3998,4,1000.5
1,2500809,Araçagi (PB),16987,17,1000.8
1,2305209,Hidrolândia (CE),19978,20,1001.1
1,2209971,São João do Arraial (PI),7989,8,1001.4
1,2901403,Angical (BA),13977,14,1001.6
1,2501351,Assunção (PB),3990,4,1002.5
1,2111102,São João dos Patos (MA),25929,26,1002.7
1,1600212,Cutias (AP),5983,6,1002.8
1,2206951,Novo Santo Antônio (PI),2991,3,1003.0
1,3120839,Cuparaque (MG),4982,5,1003.6
1,3150406,Piedade dos Gerais (MG),4982,5,1003.6
1,4204194,Chapadão do Lageado (SC),2988,3,1004.0
1,2306553,Itarema (CE),41826,42,1004.2
1,1101302,Mirante da Serra (RO),10947,11,1004.8
1,2906808,Cansanção (BA),34834,35,1004.8
1,2101004,Arari (MA),29848,30,1005.1
1,3165008,São Tiago (MG),10941,11,1005.4
1,1508407,Xinguara (PA),44751,45,1005.6
1,5204904,Campos Belos (GO),19887,20,1005.7
1,2928307,Santanópolis (BA),8943,9,1006.4
1,4311734,Mampituba (RS),2981,3,1006.4
1,2909208,Coronel João Sá (BA),15895,16,1006.6
1,3130309,Iguatama (MG),7947,8,1006.7
1,2111607,São Raimundo das Mangabeiras (MA),18868,19,1007.0
1,2514453,São José dos Ramos (PB),5957,6,1007.2
1,3105103,Bambuí (MG),23829,24,1007.2
1,1506559,Santa Luzia do Pará (PA),19848,20,1007.7
1,3533205,Nova Independência (SP),3969,4,1007.8
1,2927705,Santa Cruz Cabrália (BA),27778,28,1008.0
1,2406007,José da Penha (RN),5951,6,1008.2
1,2704104,Lagoa da Canoa (AL),17852,18,1008.3
1,4219408,Witmarsum (SC),3965,4,1008.8
1,5003108,Corguinho (MS),5947,6,1008.9
1,2927507,Santa Bárbara (BA),20791,21,1010.1
1,2922052,Mulungu do Morro (BA),10889,11,1010.2
1,2616308,Vicência (PE),32643,33,1010.9
1,2111508,São Mateus do Maranhão (MA),41529,42,1011.3
1,2201176,Barra D'Alcântara (PI),3951,4,1012.4
1,2923001,Nova Viçosa (BA),43376,44,1014.4
1,4318465,São José do Herval (RS),1971,2,1014.7
1,2411403,Santana do Matos (RN),12791,13,1016.3
1,2607406,Itacuruba (PE),4918,5,1016.7
1,2510501,Olivedos (PB),3932,4,1017.3
1,2928000,Santaluz (BA),37348,38,1017.5
1,5007554,Santa Rita do Pardo (MS),7851,8,1019.0
1,3143153,Monte Formoso (MG),4906,5,1019.2
1,2902807,Barra da Estiva (BA),20598,21,1019.5
1,2201051,Assunção do Piauí (PI),7846,8,1019.6
1,2209609,São Félix do Piauí (PI),2942,3,1019.7
1,2902302,Aratuípe (BA),8825,9,1019.8
1,3128006,Guanhães (MG),34319,35,1019.8
1,2610202,Panelas (PE),26474,27,1019.9
1,4300034,Aceguá (RS),4901,5,1020.2
1,3523800,Itobi (SP),7841,8,1020.3
1,3526308,Lagoinha (SP),4896,5,1021.2
1,3509106,Caiuá (SP),5874,6,1021.5
1,4301073,Arroio do Padre (RS),2937,3,1021.5
1,2601805,Betânia (PE),12719,13,1022.1
1,4316303,Roque Gonzales (RS),6847,7,1022.3
1,2512606,Quixaba (PB),1956,2,1022.5
1,3537107,Pedreira (SP),47919,49,1022.6
1,2602308,Bonito (PE),38134,39,1022.7
1,3102209,Alvarenga (MG),3907,4,1023.8
1,3162906,São João Nepomuceno (MG),26361,27,1024.2
1,2706406,Pão de Açúcar (AL),24399,25,1024.6
1,3158201,Santa Maria do Suaçuí (MG),14615,15,1026.3
1,3152402,Poté (MG),16555,17,1026.9
1,5204854,Campo Limpo de Goiás (GO),7789,8,1027.1
1,3548203,Santo Antônio do Pinhal (SP),6811,7,1027.7
1,2103802,Dom Pedro (MA),23350,24,1027.8
1,3108552,Brasilândia de Minas (MG),16538,17,1027.9
1,2607604,Ilha de Itamaracá (PE),26258,27,1028.3
1,2512036,Poço Dantas (PB),3888,4,1028.8
1,4311981,Mariana Pimentel (RS),3885,4,1029.6
1,2504355,Caturité (PB),4852,5,1030.5
1,5222302,Vila Propício (GO),5821,6,1030.8
1,4320230,Sede Nova (RS),2907,3,1032.0
1,2201988,Brejo do Piauí (PI),3875,4,1032.3
1,2505105,Cuité (PB),20338,21,1032.5
1,1505650,Placas (PA),30982,32,1032.9
1,4217808,Taió (SC),18395,19,1032.9
1,3164605,São Sebastião do Oeste (MG),6775,7,1033.2
1,3132701,Itambacuri (MG),23211,24,1034.0
1,2406205,Lagoa d'Anta (RN),6769,7,1034.1
1,2802403,Gararu (SE),11604,12,1034.1
1,2208502,Porto (PI),12568,13,1034.4
1,2927903,Santa Inês (BA),10631,11,1034.7
1,3103405,Araçuaí (MG),36708,38,1035.2
1,2303931,Choró (CE),13521,14,1035.4
1,4319307,São Paulo das Missões (RS),5790,6,1036.3
1,3166006,Senhora de Oliveira (MG),5786,6,1037.0
1,5219712,Santo Antônio da Barra (GO),4821,5,1037.1
1,3158904,Santana do Manhuaçu (MG),8674,9,1037.6
1,3144003,Mutum (MG),26979,28,1037.8
1,4305959,Cotiporã (RS),3853,4,1038.2
1,3123205,Dores do Indaiá (MG),13483,14,1038.3
1,5106778,Porto Alegre do Norte (MT),12517,13,1038.6
1,2904753,Buritirama (BA),21174,22,1039.0
1,3528403,Mairinque (SP),47150,49,1039.2
1,3517307,Guaimbê (SP),5765,6,1040.8
1,5108907,Nova Maringá (MT),8641,9,1041.5
1,2904407,Brejolândia (BA),10557,11,1042.0
1,3543253,Ribeirão Grande (SP),7673,8,1042.6
1,2601300,Barra de Guabiraba (PE),14385,15,1042.8
1,3149705,Perdigão (MG),11506,12,1042.9
1,4113759,Lunardelli (PR),4794,5,1043.0
1,1506906,Santarém Novo (PA),6709,7,1043.4
1,3124302,Espinosa (MG),31617,33,1043.7
1,2301851,Banabuiú (CE),18197,19,1044.1
1,2600807,Altinho (PE),22972,24,1044.8
1,2708303,São José da Laje (AL),23927,25,1044.8
1,1506609,Santa Maria do Pará (PA),24861,26,1045.8
1,2609709,Orobó (PE),23884,25,1046.7
1,4215307,Salete (SC),7642,8,1046.8
1,2403509,Espírito Santo (RN),10505,11,1047.1
1,3529658,Mesópolis (SP),1908,2,1048.2
1,4309704,Humaitá (RS),4762,5,1050.0
1,3508603,Cachoeira Paulista (SP),33327,35,1050.2
1,3521002,Iperó (SP),37133,39,1050.3
1,2608255,Jucati (PE),11424,12,1050.4
1,4121307,Rancho Alegre (PR),3808,4,1050.4
1,5219209,Santa Cruz de Goiás (GO),2855,3,1050.8
1,5004403,Inocência (MS),7610,8,1051.2
1,2501104,Areia (PB),22819,24,1051.8
1,4321477,Tiradentes do Sul (RS),5704,6,1051.9
1,2902203,Aramari (BA),11397,12,1052.9
1,3157203,Santa Bárbara (MG),31324,33,1053.5
1,4207700,Ipumirim (SC),7593,8,1053.6
1,1505494,Palestina do Pará (PA),7589,8,1054.2
1,2914307,Iramaia (BA),8537,9,1054.2
1,2900306,Acajutiba (BA),15159,16,1055.5
1,2932101,Ubaíra (BA),19895,21,1055.5
1,3148202,Patrocínio do Muriaé (MG),5684,6,1055.6
1,3305604,Silva Jardim (RJ),21774,23,1056.3
1,5207535,Faina (GO),6627,7,1056.3
1,4128807,Xambrê (PR),5679,6,1056.5
1,4301701,Barão de Cotegipe (RS),6623,7,1056.9
1,1721257,Tupirama (TO),1891,2,1057.6
1,4215356,Saltinho (SC),3781,4,1057.9
1,2909307,Correntina (BA),32137,34,1058.0
1,2104073,Feira Nova do Maranhão (MA),8504,9,1058.3
1,2913457,Igrapiúna (BA),13226,14,1058.5
1,2804102,Moita Bonita (SE),11335,12,1058.7
1,3116704,Coimbra (MG),7556,8,1058.8
1,4310462,Ipiranga do Sul (RS),1889,2,1058.8
1,2104404,Gonçalves Dias (MA),17934,19,1059.4
1,3521101,Ipeúna (SP),7546,8,1060.2
1,2704401,Major Isidoro (AL),19804,21,1060.4
1,1718808,Sampaio (TO),4711,5,1061.3
1,3109204,Buenópolis (MG),10365,11,1061.3
1,2403905,Francisco Dantas (RN),2824,3,1062.3
1,3102704,Cachoeira de Pajeú (MG),9412,10,1062.5
1,2918100,Jeremoabo (BA),40463,43,1062.7
1,3104502,Arinos (MG),17875,19,1062.9
1,2513208,Santa Cruz (PB),6583,7,1063.3
1,2303659,Catunda (CE),10342,11,1063.6
1,4125357,São Jorge do Patrocínio (PR),5641,6,1063.6
1,4210605,Massaranduba (SC),16916,18,1064.1
1,3148509,Pavão (MG),8450,9,1065.1
1,2902005,Aracatu (BA),13135,14,1065.9
1,2407708,Montanhas (RN),11251,12,1066.6
1,2202851,Coronel José Dias (PI),4682,5,1067.9
1,4214607,Rio do Oeste (SC),7489,8,1068.2
1,4115507,Marumbi (PR),4679,5,1068.6
1,4202859,Braço do Trombudo (SC),3743,4,1068.7
1,4207908,Irineópolis (SC),11222,12,1069.3
1,2106805,Mirinzal (MA),14962,16,1069.4
1,4215505,Santa Cecília (SC),16830,18,1069.5
1,2402105,Campo Redondo (RN),11217,12,1069.8
1,1200435,Santa Rosa do Purus (AC),6540,7,1070.3
1,3111903,Cana Verde (MG),5603,6,1070.9
1,4302006,Barros Cassal (RS),11199,12,1071.5
1,2901908,Aporá (BA),17731,19,1071.6
1,2922607,Nilo Peçanha (BA),13997,15,1071.7
1,2920304,Malhada de Pedras (BA),8393,9,1072.3
1,3139201,Malacacheta (MG),18650,20,1072.4
1,2510402,Olho d'Água (PB),6526,7,1072.6
1,3103603,Arantina (MG),2795,3,1073.3
1,2907707,Chorrochó (BA),11177,12,1073.6
1,1706001,Couto Magalhães (TO),5588,6,1073.7
1,2912509,Ibipitanga (BA),14902,16,1073.7
1,3101706,Almenara (MG),41896,45,1074.1
1,3112208,Capela Nova (MG),4653,5,1074.6
1,3531704,Monteiro Lobato (SP),4653,5,1074.6
1,3110806,Campanário (MG),3721,4,1075.0
1,1718550,Riachinho (TO),4645,5,1076.4
1,3145505,Olímpio Noronha (MG),2787,3,1076.4
1,4212601,Peritiba (SC),2787,3,1076.4
1,2106904,Monção (MA),33434,36,1076.7
1,2512002,Pocinhos (PB),18564,20,1077.4
1,4302253,Boa Vista do Sul (RS),2783,3,1078.0
1,2501500,Bananeiras (PB),21318,23,1078.9
1,2305308,Ibiapina (CE),24997,27,1080.1
1,2506251,Gado Bravo (PB),8316,9,1082.3
1,2805604,Porto da Folha (SE),28596,31,1084.1
1,4313359,Nova Roma do Sul (RS),3689,4,1084.3
1,4216800,São José do Cerrito (SC),8295,9,1085.0
1,2209856,São João da Canabrava (PI),4608,5,1085.1
1,2502904,Brejo dos Santos (PB),6449,7,1085.4
1,2614105,Sertânia (PE),35907,39,1086.1
1,2503407,Cacimba de Areia (PB),3682,4,1086.4
1,2410256,Porto do Mangue (RN),6437,7,1087.5
1,3302304,Laje do Muriaé (RJ),7355,8,1087.7
1,1400282,Iracema (RR),11950,13,1087.9
1,4304697,Capitão (RS),2757,3,1088.1
1,2202901,Corrente (PI),26644,29,1088.4
1,3145901,Ouro Branco (MG),39500,43,1088.6
1,3547502,Santa Rita do Passa Quatro (SP),27557,30,1088.7
1,5005251,Laguna Carapã (MS),7341,8,1089.8
1,2206704,Nazaré do Piauí (PI),7339,8,1090.1
1,2311231,Potiretama (CE),6419,7,1090.5
1,3301108,Cantagalo (RJ),20172,22,1090.6
1,3527801,Lupércio (SP),4584,5,1090.8
1,2107001,Montes Altos (MA),9160,10,1091.7
1,3130606,Inconfidentes (MG),7328,8,1091.7
1,2206696,Murici dos Portelas (PI),9159,10,1091.8
1,3301157,Cardoso Moreira (RJ),12823,14,1091.8
1,2309201,Nova Olinda (CE),15565,17,1092.2
1,1600535,Porto Grande (AP),21971,24,1092.3
1,2500536,Alcantil (PB),5492,6,1092.5
1,2507002,Itaporanga (PB),24692,27,1093.5
1,2701902,Chã Preta (AL),7311,8,1094.2
1,4307815,Estrela Velha (RS),3655,4,1094.4
1,1506302,Salvaterra (PA),23752,26,1094.6
1,2207777,Patos do Piauí (PI),6392,7,1095.1
1,2901353,Andorinha (BA),14595,16,1096.3
1,2707909,Santa Luzia do Norte (AL),7296,8,1096.5
1,4216255,São João do Oeste (SC),6381,7,1097.0
1,2206100,Matias Olímpio (PI),10936,12,1097.3
1,1400506,São João da Baliza (RR),8201,9,1097.4
1,2924678,Piraí do Norte (BA),10023,11,1097.5
1,1600105,Amapá (AP),9109,10,1097.8
1,4307864,Fagundes Varela (RS),2731,3,1098.5
1,3115409,Catas Altas da Noruega (MG),3641,4,1098.6
1,2202505,Caracol (PI),10916,12,1099.3
1,2100956,Arame (MA),32701,36,1100.9
1,2310605,Penaforte (CE),9077,10,1101.7
1,2205458,Joca Marques (PI),5443,6,1102.3
1,4119004,Pérola d'Oeste (PR),6347,7,1102.9
1,3554201,Tejupá (SP),4532,5,1103.3
1,2928950,São Domingos (BA),9058,10,1104.0
1,2925006,Planalto (BA),26265,29,1104.1
1,2609303,Mirandiba (PE),15390,17,1104.6
1,3531506,Monte Azul Paulista (SP),19008,21,1104.8
1,3109402,Buritizeiro (MG),28056,31,1104.9
1,2610806,Pedra (PE),22617,25,1105.4
1,2208551,Porto Alegre do Piauí (PI),2710,3,1107.0
1,3506904,Bofete (SP),11730,13,1108.3
1,2512762,Riachão do Poço (PB),4509,5,1108.9
1,2517001,Umbuzeiro (PB),9907,11,1110.3
1,2509339,Matinhas (PB),4500,5,1111.1
1,3123908,Entre Rios de Minas (MG),15298,17,1111.3
1,4317004,Santana da Boa Vista (RS),8098,9,1111.4
1,2612471,Santa Cruz da Baixa Verde (PE),12592,14,1111.8
1,5004908,Jaraguari (MS),7187,8,1113.1
1,2200707,Anísio de Abreu (PI),9880,11,1113.4
1,4312252,Minas do Leão (RS),8075,9,1114.6
1,2512747,Riachão (PB),3588,4,1114.8
1,4311791,Maratá (RS),2691,3,1114.8
1,3100302,Abre Campo (MG),13454,15,1114.9
1,3520400,Ilhabela (SP),34970,39,1115.2
1,2607950,Jaqueira (PE),11656,13,1115.3
1,4122503,Roncador (PR),9849,11,1116.9
1,2205300,Jerumenha (PI),4452,5,1123.1
1,1721307,Tupiratins (TO),2671,3,1123.2
1,5104609,Itiquira (MT),13345,15,1124.0
1,2807204,Siriri (SE),8893,10,1124.5
1,4316451,Salto do Jacuí (RS),12449,14,1124.6
1,2413201,Senador Georgino Avelino (RN),4440,5,1126.1
1,3201159,Brejetuba (ES),12404,14,1128.7
1,2102002,Bom Jardim (MA),41630,47,1129.0
1,2928109,Santa Maria da Vitória (BA),39845,45,1129.4
1,4121356,Rancho Alegre D'Oeste (PR),2655,3,1129.9
1,2412104,São João do Sabugi (RN),6193,7,1130.3
1,3154200,Resende Costa (MG),11500,13,1130.4
1,2206605,Monte Alegre do Piauí (PI),10613,12,1130.7
1,2514107,São João do Tigre (PB),4422,5,1130.7
1,3507456,Borebi (SP),2653,3,1130.8
1,1303304,Novo Aripuanã (AM),25644,29,1130.9
1,2918605,Jussiape (BA),6186,7,1131.6
1,2506400,Gurinhém (PB),14129,16,1132.4
1,1303502,Pauini (AM),19426,22,1132.5
1,1713601,Monte do Carmo (TO),7947,9,1132.5
1,3160504,Santo Antônio do Rio Abaixo (MG),1765,2,1133.1
1,2301208,Aracoiaba (CE),26469,30,1133.4
1,3556909,Vista Alegre do Alto (SP),8810,10,1135.1
1,3102902,Antônio Carlos (MG),11445,13,1135.9
1,2112233,Trizidela do Vale (MA),21998,25,1136.5
1,5002100,Bela Vista (MS),24629,28,1136.9
1,2405207,Janduís (RN),5268,6,1139.0
1,2905305,Cafarnaum (BA),18437,21,1139.0
1,3506706,Boa Esperança do Sul (SP),14923,17,1139.2
1,3107307,Bocaiúva (MG),49979,57,1140.5
1,3154101,Recreio (MG),10517,12,1141.0
1,2203354,Dirceu Arcoverde (PI),7011,8,1141.1
1,2103505,Colinas (MA),41178,47,1141.4
1,4212056,Palmeira (SC),2627,3,1142.0
1,4114005,Mamborê (PR),13132,15,1142.2
1,2312205,Santa Quitéria (CE),43703,50,1144.1
1,2103901,Duque Bacelar (MA),11349,13,1145.5
1,1301951,Itamarati (AM),7851,9,1146.4
1,2311959,Salitre (CE),16554,19,1147.8
1,2614006,Serrita (PE),19165,22,1147.9
1,2105203,Igarapé Grande (MA),11320,13,1148.4
1,3170305,Umburatiba (MG),2611,3,1149.0
1,3127404,Gonçalves (MG),4350,5,1149.4
1,2512721,Pedro Régis (PB),6089,7,1149.6
1,3166709,Serra dos Aimorés (MG),8699,10,1149.6
1,2313609,Ubajara (CE),34792,40,1149.7
1,3127206,Funilândia (MG),4349,5,1149.7
1,3126604,Francisco Dumont (MG),5215,6,1150.5
1,2404309,Governador Dix-Sept Rosado (RN),13037,15,1150.6
1,2707602,Quebrangulo (AL),11294,13,1151.1
1,2203107,Cristino Castro (PI),10423,12,1151.3
1,2908200,Conceição da Feira (BA),22581,26,1151.4
1,3300258,Arraial do Cabo (RJ),30349,35,1153.3
1,2922706,Nova Canaã (BA),16462,19,1154.2
1,2201507,Batalha (PI),26857,31,1154.3
1,2410306,Serra Caiada (RN),10395,12,1154.4
1,2516607,Tavares (PB),14726,17,1154.4
1,3150505,Pimenta (MG),8660,10,1154.7
1,5215652,Palestina de Goiás (GO),3464,4,1154.7
1,3152170,Ponto dos Volantes (MG),12121,14,1155.0
1,2803708,Macambira (SE),6919,8,1156.2
1,2515971,Sobrado (PB),7783,9,1156.4
1,4108320,Francisco Alves (PR),6046,7,1157.8
1,3513207,Cristais Paulista (SP),8631,10,1158.6
1,4103107,Bocaiúva do Sul (PR),12944,15,1158.8
1,2504405,Conceição (PB),18982,22,1159.0
1,2408201,Nísia Floresta (RN),27602,32,1159.3
1,2606705,Ibirajuba (PE),7762,9,1159.5
1,5107792,Santo Antônio do Leste (MT),5174,6,1159.6
1,2414605,Upanema (RN),14659,17,1159.7
1,2501708,Barra de São Miguel (PB),6036,7,1159.7
1,3170438,União de Minas (MG),4304,5,1161.7
1,3100203,Abaeté (MG),23237,27,1161.9
1,3156809,Sabinópolis (MG),15470,18,1163.5
1,2108702,Pio XII (MA),21485,25,1163.6
1,2925204,Pojuca (BA),39519,46,1164.0
1,3120870,Curral de Dentro (MG),7729,9,1164.4
1,3119708,Coronel Xavier Chaves (MG),3434,4,1164.8
1,3101201,Aiuruoca (MG),6003,7,1166.1
1,4311643,Linha Nova (RS),1714,2,1166.9
1,4112405,Japurá (PR),9425,11,1167.1
1,1712801,Maurilândia do Tocantins (TO),3426,4,1167.5
1,2706901,Pilar (AL),35111,41,1167.7
1,2509057,Marcação (PB),8558,10,1168.5
1,3526506,Lavínia (SP),11980,14,1168.6
1,2105906,Lago Verde (MA),16257,19,1168.7
1,3149903,Perdões (MG),21390,25,1168.8
1,2603702,Canhotinho (PE),24804,29,1169.2
1,5220504,Serranópolis (GO),8544,10,1170.4
1,2502201,Bom Jesus (PB),2561,3,1171.4
1,2109056,Porto Rico do Maranhão (MA),5975,7,1171.5
1,1600550,Pracuúba (AP),5120,6,1171.9
1,2512705,Remígio (PB),19621,23,1172.2
1,4120200,Porto Rico (PR),2559,3,1172.3
1,2919702,Macarani (BA),18755,22,1173.0
1,3117702,Conceição do Rio Verde (MG),13638,16,1173.2
1,2900355,Adustina (BA),17040,20,1173.7
1,2918803,Laje (BA),23840,28,1174.5
1,2919157,Lapão (BA),27223,32,1175.5
1,4204459,Coronel Martins (SC),2549,3,1176.9
1,2312502,São João do Jaguaribe (CE),7645,9,1177.2
1,2202133,Campo Grande do Piauí (PI),5943,7,1177.9
1,2706802,Piaçabuçu (AL),17827,21,1178.0
1,3118403,Conselheiro Pena (MG),22921,27,1178.0
1,2107407,Olho d'Água das Cunhãs (MA),19505,23,1179.2
1,3540002,Pompéia (SP),22014,26,1181.1
1,2401800,Brejinho (RN),12699,15,1181.2
1,4318457,São José das Missões (RS),2537,3,1182.5
1,2911402,Glória (BA),15221,18,1182.6
1,3138500,Liberdade (MG),5069,6,1183.7
1,2906204,Canarana (BA),26176,31,1184.3
1,2928901,São Desidério (BA),33742,40,1185.5
1,1506351,Santa Bárbara do Pará (PA),21079,25,1186.0
1,1720002,Santa Terezinha do Tocantins (TO),2529,3,1186.2
1,2920205,Malhada (BA),16845,20,1187.3
1,2903706,Boa Nova (BA),12633,15,1187.4
1,5104542,Itanhangá (MT),6737,8,1187.5
1,3140530,Martins Soares (MG),8417,10,1188.1
1,2913507,Iguaí (BA),26916,32,1188.9
1,2513851,Santo André (PB),2521,3,1190.0
1,4305871,Coronel Barros (RS),2519,3,1190.9
1,2605905,Gameleira (PE),31052,37,1191.5
1,2917706,Jaguarari (BA),33570,40,1191.5
1,3163201,São José do Alegre (MG),4196,5,1191.6
1,3116506,Claro dos Poções (MG),7551,9,1191.9
1,4202099,Barra Bonita (SC),1677,2,1192.6
1,2515930,Sertãozinho (PB),5024,6,1194.3
1,3104304,Areado (MG),15070,18,1194.4
1,5107776,Santa Terezinha (MT),8371,10,1194.6
1,3507209,Borá (SP),837,1,1194.7
1,2210656,Sigefredo Pacheco (PI),10041,12,1195.1
1,3135605,Jequitaí (MG),7531,9,1195.1
1,1503408,Inhangapi (PA),11711,14,1195.5
1,4203154,Calmon (SC),3346,4,1195.5
1,2209807,São Gonçalo do Piauí (PI),5015,6,1196.4
1,3121308,Descoberto (MG),5013,6,1196.9
1,2414753,Venha-Ver (RN),4177,5,1197.0
1,2603801,Capoeiras (PE),20048,24,1197.1
1,3130200,Igaratinga (MG),10860,13,1197.1
1,2604502,Chã Grande (PE),21698,26,1198.3
1,1720903,Taguatinga (TO),16683,20,1198.8
1,3540408,Populina (SP),4169,5,1199.3
1,2704609,Maravilha (AL),9163,11,1200.5
1,2414803,Vera Cruz (RN),12481,15,1201.8
1,3159605,Santa Rita do Sapucaí (MG),43260,52,1202.0
1,2921005,Mata de São João (BA),46583,56,1202.2
1,3136504,Jordânia (MG),10812,13,1202.4
1,3153509,Alto Jequitibá (MG),8317,10,1202.4
1,2612703,Santa Maria do Cambucá (PE),14137,17,1202.5
1,2919504,Livramento de Nossa Senhora (BA),45732,55,1202.7
1,2802601,Gracho Cardoso (SE),5818,7,1203.2
1,4311502,Lavras do Sul (RS),7480,9,1203.2
1,2926657,Ribeirão do Largo (BA),5812,7,1204.4
1,2509404,Mogeiro (PB),13284,16,1204.5
1,2918456,Jucuruçu (BA),9126,11,1205.3
1,4205100,Dona Emma (SC),4146,5,1206.0
1,2305654,Ipaporanga (CE),11593,14,1207.6
1,3110004,Caeté (MG),44718,54,1207.6
1,5220603,Silvânia (GO),20695,25,1208.0
1,3112000,Candeias (MG),14886,18,1209.2
1,1506161,Rio Maria (PA),18193,22,1209.3
1,3142700,Montalvânia (MG),14877,18,1209.9
1,3515608,Fernando Prestes (SP),5783,7,1210.4
1,4101309,Antônio Olinto (PR),7434,9,1210.7
1,4127965,Turvo (PR),13215,16,1210.7
1,1710508,Itacajá (TO),7433,9,1210.8
1,2207306,Paes Landim (PI),4129,5,1210.9
1,2105476,Jenipapo dos Vieiras (MA),16515,20,1211.0
1,3533601,Nuporanga (SP),7432,9,1211.0
1,4219150,Vargem (SC),2477,3,1211.1
1,1508050,Trairão (PA),18989,23,1211.2
1,4319703,São Valentim (RS),3299,4,1212.5
1,5201454,Aparecida do Rio Doce (GO),2474,3,1212.6
1,5214002,Mozarlândia (GO),15659,19,1213.4
1,2917904,Jandaíra (BA),10709,13,1213.9
1,3150539,Pingo d'Água (MG),4941,6,1214.3
1,2308401,Missão Velha (CE),35393,43,1214.9
1,3502408,Anhumas (SP),4115,5,1215.1
1,3503158,Arapeí (SP),2469,3,1215.1
1,3144102,Muzambinho (MG),20569,25,1215.4
1,2107704,Paraibano (MA),21386,26,1215.7
1,3111606,Campos Gerais (MG),28774,35,1216.4
1,3140902,Matipó (MG),18908,23,1216.4
1,2703007,Ibateguara (AL),15616,19,1216.7
1,4218954,Urupema (SC),2465,3,1217.0
1,2608453,Lagoa do Carro (PE),18071,22,1217.4
1,2908705,Condeúba (BA),17247,21,1217.6
1,4206108,Grão Pará (SC),6569,8,1217.8
1,1707009,Dianópolis (TO),22139,27,1219.6
1,2300754,Amontada (CE),43452,53,1219.7
1,2207108,Olho D'Água do Piauí (PI),2459,3,1220.0
1,4119608,Pitanga (PR),30310,37,1220.7
1,2200277,Alegrete do Piauí (PI),4915,6,1220.8
1,1703891,Carrasco Bonito (TO),4095,5,1221.0
1,5207501,Estrela do Norte (GO),3275,4,1221.4
1,2515005,São Miguel de Taipu (PB),7368,9,1221.5
1,2210383,São Miguel da Baixa Grande (PI),2452,3,1223.5
1,2309409,Novo Oriente (CE),28607,35,1223.5
1,2903102,Barra do Rocha (BA),5714,7,1225.1
1,2310506,Pedra Branca (CE),43258,53,1225.2
1,4203709,Canelinha (SC),12240,15,1225.5
1,4310306,Ilópolis (RS),4078,5,1226.1
1,3514809,Eldorado (SP),15494,19,1226.3
1,4117008,Nova Fátima (PR),8153,10,1226.5
1,2901957,Apuarema (BA),7330,9,1227.8
1,5000906,Antônio João (MS),8956,11,1228.2
1,2910107,Dom Basílio (BA),12199,15,1229.6
1,2908804,Contendas do Sincorá (BA),4066,5,1229.7
1,4120309,Porto Vitória (PR),4065,5,1230.0
1,2100402,Altamira do Maranhão (MA),8128,10,1230.3
1,2305001,Guaraciaba do Norte (CE),40642,50,1230.3
1,2308377,Miraíma (CE),13818,17,1230.3
1,4205159,Doutor Pedrinho (SC),4064,5,1230.3
1,4305587,Colinas (RS),2438,3,1230.5
1,3136900,Juruaia (MG),10563,13,1230.7
1,1508159,Uruará (PA),45476,56,1231.4
1,2305902,Ipueiras (CE),38166,47,1231.5
1,5220264,São Miguel do Passa Quatro (GO),4057,5,1232.4
1,3125309,Faria Lemos (MG),3241,4,1234.2
1,2201929,Bonfim do Piauí (PI),5670,7,1234.6
1,4215687,Santa Terezinha do Progresso (SC),2428,3,1235.6
1,1720200,São Miguel do Tocantins (TO),12139,15,1235.7
1,2602100,Bom Conselho (PE),48554,60,1235.7
1,1711100,Itaporã do Tocantins (TO),2427,3,1236.1
1,3204559,Santa Maria de Jetibá (ES),40431,50,1236.7
1,2930808,Souto Soares (BA),16979,21,1236.8
1,4319125,São Martinho da Serra (RS),3234,4,1236.9
1,3149804,Perdizes (MG),16168,20,1237.0
1,3118908,Cordisburgo (MG),8890,11,1237.3
1,4201109,Anitápolis (SC),3232,4,1237.6
1,3161403,São Francisco do Glória (MG),4844,6,1238.6
1,2104057,Estreito (MA),41946,52,1239.7
1,3303104,Natividade (RJ),15317,19,1240.5
1,1718907,Santa Rosa do Tocantins (TO),4829,6,1242.5
1,2308906,Morrinhos (CE),22534,28,1242.6
1,3166204,Senhora dos Remédios (MG),10459,13,1242.9
1,5214838,Nova Crixás (GO),12869,16,1243.3
1,2202737,Coivaras (PI),4020,5,1243.8
1,2209005,Rio Grande do Piauí (PI),6432,8,1243.8
1,4312104,Mata (RS),4823,6,1244.0
1,2615706,Triunfo (PE),15254,19,1245.6
1,2925402,Potiraguá (BA),7224,9,1245.8
1,2304269,Deputado Irapuan Pinheiro (CE),9625,12,1246.8
1,3142908,Monte Azul (MG),20854,26,1246.8
1,3145877,Orizânia (MG),8018,10,1247.2
1,3542503,Reginópolis (SP),9621,12,1247.3
1,3532009,Morungaba (SP),13622,17,1248.0
1,2920809,Marcionílio Souza (BA),10406,13,1249.3
1,1502855,Curuá (PA),14393,18,1250.6
1,2111052,São João do Paraíso (MA),11177,14,1252.6
